Year,State,0 to 11,12 to 17,Male,Female,Unknown Gender,White,Black,Amer. Indian/Alaskan Native,Asian/Nat. Hawaiian/Pac Isl,Unknown Race,Family,Acquaintance,Stranger,Unknown,Firearm,Knife,Blunt object,Personal,Other/unknown Weapon,One offender involved,Two or more offenders involved,Unknown number of offenders involved
1982,NV,0,6,5,1,0,3,3,0,0,0,1,2,3,0,6,0,0,0,0,1,5,0
1983,NV,0,4,4,0,0,2,2,0,0,0,2,1,1,0,3,0,1,0,0,3,1,0
1984,NV,0,5,5,0,0,3,2,0,0,0,0,3,2,0,5,0,0,0,0,1,4,0
1985,NV,0,8,7,1,0,4,4,0,0,0,1,4,3,0,4,4,0,0,0,1,7,0
1986,NV,0,7,6,1,0,5,0,1,1,0,1,6,0,0,5,0,1,1,0,3,3,0
1987,NV,0,3,3,0,0,3,0,0,0,0,1,2,0,0,1,2,0,0,0,2,1,0
1988,NV,0,12,12,0,0,9,2,0,0,0,1,4,7,0,7,4,0,0,1,7,5,0
1989,NV,0,7,6,1,0,4,3,0,0,0,2,3,0,2,6,0,0,1,0,5,2,0
1990,NV,0,8,7,1,0,3,5,0,0,0,3,3,1,0,6,0,2,0,0,6,2,0
1991,NV,0,7,7,0,0,6,1,0,0,0,1,2,3,0,7,0,0,0,0,5,2,0
1992,NV,0,8,7,1,0,8,0,0,0,0,0,8,0,0,8,0,0,0,0,2,6,0
1993,NV,0,8,8,0,0,3,3,0,1,0,0,3,4,0,7,0,0,1,0,4,3,0
1994,NV,0,15,14,1,0,10,5,0,0,0,1,7,7,0,15,0,0,0,0,13,2,0
1995,NV,0,9,8,1,0,1,7,1,0,0,1,6,2,0,4,1,4,0,0,4,5,0
1996,NV,0,21,17,4,0,13,8,0,0,0,3,12,1,5,15,2,0,0,4,6,15,0
1997,NV,0,8,8,0,0,6,2,0,0,0,1,5,2,0,4,0,0,1,3,5,3,0
1998,NV,0,22,19,3,0,7,10,5,0,0,3,8,10,1,16,0,6,0,0,5,17,0
1999,NV,0,10,10,0,0,9,1,0,0,0,2,2,6,0,9,0,0,0,1,2,8,0
2000,NV,0,11,10,1,0,8,3,0,0,0,2,7,1,1,9,1,0,0,1,7,4,0
2001,NV,0,8,7,1,0,3,5,0,0,0,0,0,5,3,4,0,3,1,0,0,8,0
2002,NV,0,9,9,0,0,7,1,0,1,0,0,7,1,1,7,0,2,0,0,4,5,0
2003,NV,0,5,4,1,0,3,2,0,0,0,0,1,4,0,3,2,0,0,0,2,3,0
2004,NV,0,6,6,0,0,3,3,0,0,0,0,4,1,1,6,0,0,0,0,5,1,0
2005,NV,0,10,8,2,0,3,6,0,1,0,1,5,4,0,4,2,2,0,2,5,5,0
2006,NV,0,6,6,0,0,3,3,0,0,0,0,3,0,3,5,1,0,0,0,4,2,0
2007,NV,0,12,11,1,0,6,6,0,0,0,2,2,7,1,12,0,0,0,0,8,4,0
2008,NV,0,8,8,0,0,6,2,0,0,0,0,6,1,1,4,2,1,1,0,7,1,0
2009,NV,0,14,12,2,0,8,4,0,2,0,1,8,4,1,6,0,1,6,1,7,7,0
2010,NV,0,3,3,0,0,3,0,0,0,0,0,2,1,0,1,1,0,0,1,2,1,0
2011,NV,0,4,4,0,0,3,1,0,0,0,0,3,1,0,2,2,0,0,0,2,2,0
2012,NV,0,6,5,1,0,4,2,0,0,0,3,1,2,0,4,1,0,1,0,2,4,0
2013,NV,0,4,4,0,0,3,0,0,0,1,1,1,2,0,2,2,0,0,0,3,1,0
2014,NV,0,11,11,0,0,7,4,0,0,0,1,4,0,6,8,1,2,0,0,5,6,0
2015,NV,0,6,6,0,0,3,2,1,0,0,1,2,1,2,5,1,0,0,0,6,0,0
2016,NV,0,5,5,0,0,3,0,0,2,0,1,2,2,0,3,1,1,0,0,3,2,0
2017,NV,0,7,7,0,0,5,2,0,0,0,1,5,1,0,6,0,0,1,0,3,4,0
2018,NV,0,19,18,1,0,10,9,0,0,0,3,7,0,9,18,2,0,0,0,7,13,0
2019,NV,1,6,7,0,0,3,4,0,0,0,1,1,4,1,6,0,0,0,1,5,2,0
2020,NV,0,7,7,0,0,4,3,0,0,0,0,3,0,4,7,0,0,0,0,3,4,0
1980,NM,0,6,6,0,0,5,1,0,0,0,1,4,0,1,5,1,0,0,0,4,3,0
1982,NM,0,4,4,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,3,1,0
1983,NM,0,2,2,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0
1984,NM,0,4,4,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0
1985,NM,0,6,5,1,0,5,1,0,0,0,1,5,0,0,1,5,0,0,0,5,1,0
1986,NM,0,20,18,1,0,17,0,1,1,0,6,10,4,0,10,7,1,0,1,13,6,0
1987,NM,0,9,9,0,0,7,0,1,0,0,1,5,2,0,4,4,0,1,0,7,1,0
1988,NM,0,13,13,0,0,9,1,3,0,0,1,8,4,0,5,1,3,0,4,9,4,0
1989,NM,0,7,7,0,0,5,0,1,0,0,1,5,0,0,3,3,0,1,0,5,1,0
1990,NM,0,6,6,0,0,6,0,0,0,0,0,2,5,0,5,2,0,0,0,3,3,0
1991,NM,0,9,8,2,0,9,0,0,0,0,3,5,2,0,6,2,2,0,0,8,2,0
1992,NM,0,8,8,0,0,8,0,0,0,0,2,5,2,0,6,2,0,0,0,6,2,0
1993,NM,0,7,7,0,0,7,0,0,0,0,1,1,4,0,5,1,0,0,0,3,4,0
1994,NM,0,23,22,2,0,23,0,0,0,0,5,8,8,2,13,8,2,0,0,13,10,0
1995,NM,0,23,19,4,0,19,1,1,0,1,3,13,7,0,13,9,0,0,0,5,17,0
1996,NM,0,17,17,0,0,14,1,1,0,0,0,10,6,1,11,4,1,0,0,7,10,0
1997,NM,0,14,14,0,0,14,0,0,0,0,1,6,6,0,9,3,3,0,0,8,6,0
1998,NM,0,7,7,0,0,5,0,0,1,0,0,4,3,0,1,4,0,1,0,3,4,0
1999,NM,1,10,10,1,0,10,0,1,0,0,0,7,4,0,7,2,1,0,0,8,2,0
2000,NM,0,7,6,1,0,6,0,1,0,0,1,5,1,0,6,0,0,0,1,7,0,0
2001,NM,0,6,5,1,0,5,1,0,0,0,1,3,1,0,2,1,2,0,0,2,3,0
2002,NM,0,13,13,0,0,12,0,1,0,0,1,9,2,1,4,7,1,0,1,6,8,0
2003,NM,0,6,6,0,0,4,0,2,0,0,0,2,3,1,2,2,0,2,0,3,3,0
2004,NM,0,12,10,2,0,12,0,0,0,0,5,8,0,0,1,6,0,2,3,9,3,0
2005,NM,0,11,11,0,0,10,0,1,0,0,1,6,2,1,5,4,0,0,1,5,5,0
2006,NM,0,8,8,0,0,7,0,1,0,0,0,4,3,1,3,3,0,1,1,5,3,0
2007,NM,0,16,14,2,0,16,0,0,0,0,3,5,5,2,8,3,0,1,3,11,5,0
2008,NM,0,8,8,0,0,7,1,0,0,0,1,4,3,0,7,0,1,0,0,6,2,0
2009,NM,1,11,12,0,0,11,0,1,0,0,2,7,1,1,11,0,0,1,0,8,4,0
2010,NM,0,11,10,1,0,8,2,0,0,0,2,5,2,1,8,1,0,1,0,10,1,0
2011,NM,0,15,12,4,0,13,0,1,0,1,0,12,3,1,8,1,1,3,3,4,12,0
2012,NM,0,9,6,2,0,5,0,1,0,2,1,3,4,0,4,2,0,0,2,5,3,0
2013,NM,0,3,2,1,0,3,0,0,0,0,3,0,0,0,2,0,0,0,1,3,0,0
2014,NM,0,6,4,2,0,6,0,0,0,0,0,2,4,0,1,0,0,0,5,2,4,0
2015,NM,0,15,15,0,0,12,0,2,0,0,0,4,10,1,13,0,0,0,1,5,10,0
2016,NM,0,5,4,1,0,3,3,0,0,0,3,1,1,0,1,1,0,0,3,4,1,0
2017,NM,0,2,1,1,0,1,0,1,0,0,1,1,0,0,2,0,0,0,0,2,0,0
2018,NM,0,25,21,5,0,23,1,0,1,0,0,16,6,3,25,0,0,0,0,2,23,0
2019,NM,0,11,8,2,0,7,1,1,0,1,1,7,1,1,7,1,1,0,1,7,4,0
2020,NM,0,13,13,0,0,12,1,0,0,0,0,6,4,4,12,0,0,0,1,6,7,0
1980,HI,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1981,HI,0,3,2,1,0,0,0,0,1,2,1,1,1,0,2,1,0,0,0,3,0,0
1982,HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,HI,0,2,2,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
1984,HI,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1985,HI,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
1986,HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,HI,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1988,HI,0,5,5,0,0,0,0,0,5,0,2,2,1,0,2,0,0,3,0,3,2,0
1989,HI,0,2,2,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0
1990,HI,0,2,2,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,1,2,0,0
1991,HI,0,2,2,0,0,1,0,0,1,0,0,2,0,0,1,1,0,0,0,2,0,0
1992,HI,0,3,1,2,0,1,0,0,2,0,2,1,0,0,0,1,0,1,1,3,0,0
1993,HI,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1994,HI,0,3,3,0,0,1,0,0,2,0,0,2,1,0,3,0,0,0,0,1,2,0
1995,HI,0,8,8,0,0,1,0,0,6,1,0,5,3,0,0,2,3,3,0,3,5,0
1996,HI,0,9,9,0,0,1,0,0,8,0,0,6,3,0,0,0,7,1,1,2,7,0
1997,HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,HI,0,5,4,1,0,2,0,0,3,0,0,2,3,0,2,2,0,1,0,3,2,0
1999,HI,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2000,HI,0,2,2,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,1,2,0,0
2001,HI,0,5,5,0,0,1,0,0,4,0,0,2,3,0,0,0,2,3,0,2,3,0
2002,HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,HI,0,2,0,2,0,0,1,0,1,0,2,0,0,0,0,1,0,0,1,2,0,0
2006,HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,HI,0,2,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,2,0,0
2008,HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,HI,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2011,HI,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
2012,HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,HI,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2017,HI,0,2,2,0,0,0,0,0,2,0,1,0,1,0,0,1,0,1,0,2,0,0
2018,HI,0,3,1,2,0,0,0,0,1,2,1,0,0,2,2,0,0,0,1,1,2,0
2019,HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,ID,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1982,ID,0,5,5,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,5,0
1983,ID,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1984,ID,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1985,ID,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1986,ID,0,3,3,0,0,3,0,0,0,0,0,2,1,0,0,0,0,1,2,0,3,0
1987,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,ID,0,2,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0
1990,ID,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1991,ID,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1992,ID,0,3,3,0,0,3,0,0,0,0,1,0,2,0,0,3,0,0,0,2,1,0
1993,ID,0,4,3,1,0,4,0,0,0,0,0,4,0,0,1,3,0,0,0,1,3,0
1994,ID,0,7,7,0,0,7,0,0,0,0,3,2,2,0,4,3,0,0,0,5,2,0
1995,ID,0,9,9,0,0,9,0,0,0,0,1,6,2,0,8,0,1,0,0,2,7,0
1996,ID,0,2,1,1,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0
1997,ID,0,6,5,1,0,6,0,0,0,0,0,6,0,0,0,5,1,0,0,1,5,0
1998,ID,0,8,7,1,0,8,0,0,0,0,1,2,3,2,7,0,0,1,0,0,8,0
1999,ID,0,2,1,1,0,2,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0
2000,ID,0,2,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,1,2,0,0
2001,ID,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2002,ID,0,3,3,0,0,3,0,0,0,0,1,1,1,0,1,0,1,1,0,2,1,0
2003,ID,0,2,1,1,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,2,0
2004,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,ID,0,3,3,0,0,3,0,0,0,0,1,0,0,3,3,0,0,1,0,1,3,0
2006,ID,0,5,3,1,0,5,0,0,0,0,1,2,0,1,2,2,0,0,0,1,3,0
2007,ID,0,4,4,0,0,4,0,0,0,0,1,3,0,0,1,2,1,0,0,4,0,0
2008,ID,0,4,3,1,0,4,0,0,0,0,1,2,0,1,3,0,0,1,0,2,2,0
2009,ID,0,2,1,1,0,2,0,0,0,0,2,0,0,0,1,0,0,0,1,1,1,0
2010,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,ID,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2013,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ID,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2015,ID,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2016,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,ID,0,4,4,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0
2019,ID,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
2020,ID,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1980,NY,2,150,136,16,0,26,85,0,0,41,13,36,52,51,78,45,4,12,14,83,69,0
1981,NY,0,145,134,11,0,59,80,0,0,6,4,33,76,32,74,43,9,12,7,75,70,0
1982,NY,4,149,138,15,0,79,70,0,4,0,12,28,63,50,74,41,5,24,8,68,85,0
1983,NY,3,145,129,19,0,67,78,0,3,0,22,38,19,69,82,39,1,18,8,79,68,0
1984,NY,1,97,93,5,0,45,53,0,1,0,12,17,28,41,49,25,8,12,4,53,46,0
1985,NY,0,91,87,4,0,43,48,0,0,0,7,27,22,36,43,27,3,17,1,57,35,0
1986,NY,1,127,114,13,1,51,71,0,5,1,21,33,36,38,72,29,6,13,8,65,63,0
1987,NY,3,125,120,8,1,54,70,0,4,0,7,59,38,25,76,33,1,11,8,71,58,0
1988,NY,0,148,140,8,0,49,97,0,1,1,8,57,23,60,100,21,8,11,9,87,60,0
1989,NY,1,129,122,8,0,43,81,0,4,2,13,60,15,42,91,19,7,4,9,75,55,0
